# time_ns rg_A
1.320026400528010679e+00 3.808514289483371584e+01
1.330026600532010717e+00 3.810912988325411277e+01
1.340026800536010754e+00 3.805284120089385169e+01
1.350027000540010791e+00 3.810968562733236098e+01
1.360027200544011050e+00 3.831585911158849456e+01
1.370027400548011087e+00 3.803315455725952887e+01
1.380027600552011124e+00 3.822456751667536423e+01
1.390027800556011162e+00 3.797706406837693294e+01
1.400028000560011199e+00 3.811758352995434507e+01
1.410028200564011458e+00 3.814674321159661474e+01
1.420028400568011495e+00 3.811242904561920142e+01
1.430028600572011532e+00 3.816817964909945005e+01
1.440028800576011569e+00 3.804880490445952290e+01
1.450029000580011607e+00 3.825802504817818317e+01
1.460029200584011866e+00 3.801851890808933376e+01
1.470029400588011903e+00 3.813874659283429480e+01
1.480029600592011940e+00 3.821303327145594864e+01
1.490029800596011977e+00 3.826635485658933078e+01
1.500030000600012015e+00 3.833931757667845375e+01
1.510030200604012052e+00 3.797665732090223401e+01
1.520030400608012311e+00 3.799512348880543300e+01
1.530030600612012348e+00 3.824235784990013087e+01
1.540030800616012385e+00 3.814003436106104772e+01
1.550031000620012422e+00 3.806064021960473553e+01
1.560031200624012460e+00 3.804765155009837940e+01
1.570031400628012719e+00 3.798412828442837252e+01
1.580031600632012756e+00 3.815218244849651796e+01
1.590031800636012793e+00 3.799125001739697183e+01
1.600032000640012830e+00 3.806806813972104919e+01
1.610032200644012867e+00 3.803116890221967594e+01
1.620032400648013127e+00 3.811005497422293331e+01
1.630032600652013164e+00 3.796513777252632593e+01
1.640032800656013201e+00 3.831709525641365133e+01
1.650033000660013238e+00 3.805127209960595280e+01
1.660033200664013275e+00 3.806126185975301723e+01
1.670033400668013535e+00 3.814394459789861003e+01
1.680033600672013572e+00 3.833605857618158552e+01
1.690033800676013609e+00 3.819333610577847793e+01
1.700034000680013646e+00 3.813441791014364668e+01
1.710034200684013683e+00 3.818597887524797585e+01
1.720034400688013942e+00 3.815890548747343303e+01
1.730034600692013980e+00 3.811057151400459730e+01
1.740034800696014017e+00 3.798689289990061724e+01
1.750035000700014054e+00 3.802872336243818552e+01
1.760035200704014091e+00 3.809467614667402557e+01
1.770035400708014350e+00 3.808224532711849264e+01
1.780035600712014388e+00 3.800126948436371777e+01
1.790035800716014425e+00 3.828193517666402812e+01
1.800036000720014462e+00 3.803907466118208447e+01
1.810036200724014499e+00 3.817297508501074077e+01
1.820036400728014758e+00 3.803543980661370227e+01
1.830036600732014795e+00 3.818862357363246929e+01
1.840036800736014833e+00 3.806805685985756327e+01
1.850037000740014870e+00 3.820961902993818882e+01
1.860037200744014907e+00 3.814724507001789533e+01
1.870037400748015166e+00 3.818479775782707719e+01
1.880037600752015203e+00 3.808677113379177825e+01
1.890037800756015240e+00 3.817466344525387711e+01
1.900038000760015278e+00 3.820456408803821802e+01
1.910038200764015315e+00 3.796205241450187629e+01
1.920038400768015574e+00 3.814533084447383260e+01
1.930038600772015611e+00 3.799486057489833257e+01
1.940038800776015648e+00 3.814396260739174949e+01
1.950039000780015686e+00 3.798251409998021444e+01
1.960039200784015723e+00 3.834150505119926322e+01
1.970039400788015760e+00 3.799542707285083765e+01
1.980039600792016019e+00 3.825608697084976484e+01
1.990039800796016056e+00 3.799445394069531545e+01
2.000040000800016315e+00 3.818907872849717222e+01
2.010040200804016131e+00 3.802253147788091070e+01
2.020040400808016390e+00 3.801657437437218334e+01
2.030040600812016205e+00 3.799031589967592737e+01
2.040040800816016464e+00 3.811462728894662888e+01
2.050041000820016723e+00 3.815557682721271249e+01
2.060041200824016538e+00 3.826796689893994596e+01
2.070041400828016798e+00 3.804531702437432017e+01
2.080041600832016613e+00 3.797030167353099017e+01
2.090041800836016872e+00 3.795114703308473025e+01
2.100042000840017131e+00 3.810021296701833649e+01
2.110042200844016946e+00 3.804431121875921917e+01
2.120042400848017206e+00 3.804197377905060051e+01
2.130042600852017021e+00 3.810206365145013763e+01
2.140042800856017280e+00 3.811420150351241887e+01
2.150043000860017095e+00 3.815577640373403767e+01
2.160043200864017354e+00 3.799478317251642068e+01
2.170043400868017613e+00 3.822520174037678231e+01
2.180043600872017429e+00 3.811591976719683572e+01
2.190043800876017688e+00 3.800417229250931683e+01
2.200044000880017503e+00 3.809969984493339723e+01
2.210044200884017762e+00 3.806075123504895430e+01
2.220044400888018021e+00 3.797736611792564076e+01
2.230044600892017836e+00 3.792062249169899246e+01
2.240044800896018096e+00 3.801325679742024022e+01
2.250045000900017911e+00 3.794712160853948291e+01
2.260045200904018170e+00 3.802964000586585769e+01
2.270045400908018429e+00 3.810590991746235545e+01
2.280045600912018244e+00 3.827544846194211914e+01
2.290045800916018504e+00 3.811201708741290162e+01
2.300046000920018319e+00 3.814870632957560304e+01
2.310046200924018578e+00 3.819630891655386762e+01
2.320046400928018837e+00 3.803023113039430569e+01
2.330046600932018652e+00 3.806475318268297059e+01
2.340046800936018911e+00 3.826234861337859883e+01
2.350047000940018727e+00 3.798673342774436890e+01
2.360047200944018986e+00 3.816608710089074208e+01
2.370047400948019245e+00 3.805872293251311334e+01
2.380047600952019060e+00 3.808005351696229468e+01
2.390047800956019319e+00 3.795362041855791091e+01
2.400048000960019134e+00 3.816305028138641831e+01
2.410048200964019394e+00 3.807971994547606442e+01
2.420048400968019653e+00 3.821163326670187388e+01
2.430048600972019468e+00 3.816931857321234389e+01
2.440048800976019727e+00 3.802249992785820609e+01
2.450049000980019542e+00 3.814947476158037887e+01
2.460049200984019802e+00 3.800479735722246488e+01
2.470049400988020061e+00 3.792349697130842401e+01
2.480049600992019876e+00 3.809214370895124802e+01
2.490049800996020135e+00 3.809223086669378944e+01
2.500050001000019950e+00 3.794616269145804921e+01
2.510050201004020209e+00 3.821625107057420934e+01
2.520050401008020469e+00 3.823540181977550390e+01
2.530050601012020284e+00 3.801951066097291232e+01
2.540050801016020543e+00 3.803673110601452123e+01
2.550051001020020358e+00 3.809243219374593536e+01
2.560051201024020617e+00 3.807068107552805714e+01
2.570051401028020877e+00 3.806387347784411901e+01
2.580051601032020692e+00 3.828754181511149568e+01
2.590051801036020951e+00 3.836224915093024634e+01
2.600052001040020766e+00 3.808018440698531037e+01
2.610052201044021025e+00 3.820112204908902243e+01
2.620052401048021284e+00 3.836545752714162205e+01
2.630052601052021100e+00 3.802748881528854952e+01
2.640052801056021359e+00 3.802993007365461153e+01
2.650053001060021174e+00 3.811024990218274411e+01
2.660053201064021433e+00 3.815792761653049325e+01
2.670053401068021692e+00 3.804232460122806003e+01
2.680053601072021507e+00 3.803426662632889332e+01
2.690053801076021767e+00 3.822212347197611848e+01
2.700054001080021582e+00 3.811837062415726507e+01
2.710054201084021841e+00 3.816658976851726237e+01
2.720054401088022100e+00 3.802456081357896522e+01
2.730054601092021915e+00 3.791595906942779948e+01
2.740054801096022175e+00 3.801472399558918625e+01
2.750055001100021990e+00 3.824135194381372571e+01
2.760055201104022249e+00 3.811304778276016947e+01
2.770055401108022508e+00 3.793005987629795328e+01
2.780055601112022323e+00 3.813660311915253232e+01
2.790055801116022582e+00 3.814872517261533602e+01
2.800056001120022398e+00 3.809386966662398066e+01
2.810056201124022657e+00 3.808746505436373297e+01
2.820056401128022916e+00 3.802940727677709987e+01
2.830056601132022731e+00 3.817195808766930298e+01
2.840056801136022990e+00 3.791154001877763591e+01
2.850057001140022805e+00 3.813445015057926923e+01
2.860057201144023065e+00 3.796281098516107022e+01
2.870057401148023324e+00 3.804523840572853288e+01
2.880057601152023139e+00 3.802628954924612970e+01
2.890057801156023398e+00 3.806530924307747910e+01
2.900058001160023213e+00 3.798458635306874953e+01
2.910058201164023473e+00 3.807415781706437485e+01
2.920058401168023732e+00 3.821126609253686013e+01
2.930058601172023547e+00 3.817857769168922033e+01
2.940058801176023806e+00 3.811990183191024784e+01
2.950059001180023621e+00 3.821596954476743235e+01
2.960059201184023880e+00 3.794967968707903339e+01
2.970059401188024140e+00 3.799055351991546559e+01
2.980059601192023955e+00 3.790838717297278038e+01
2.990059801196024214e+00 3.823639409267386213e+01
3.000060001200024029e+00 3.808589139588616490e+01
3.010060201204024288e+00 3.811912014116837355e+01
3.020060401208024103e+00 3.820561384131452343e+01
3.030060601212024363e+00 3.801100301023090822e+01
3.040060801216024622e+00 3.814885271273556810e+01
3.050061001220024437e+00 3.823322423424720995e+01
3.060061201224024696e+00 3.805981566464888743e+01
3.070061401228024511e+00 3.813694353012530058e+01
3.080061601232024771e+00 3.807129281961888267e+01
3.090061801236025030e+00 3.805991580306139355e+01
3.100062001240024845e+00 3.808322137353442827e+01
3.110062201244025104e+00 3.819246100475974970e+01
3.120062401248024919e+00 3.789437708905661140e+01
3.130062601252025178e+00 3.804998935641063440e+01
3.140062801256025438e+00 3.817422379099608776e+01
3.150063001260025253e+00 3.810154464623496295e+01
3.160063201264025512e+00 3.791554621167214378e+01
3.170063401268025327e+00 3.828545059711859011e+01
3.180063601272025586e+00 3.830321502894017982e+01
3.190063801276025846e+00 3.817088492128975474e+01
3.200064001280025661e+00 3.804482336096866391e+01
3.210064201284025920e+00 3.809134176362646684e+01
3.220064401288025735e+00 3.821188917668523999e+01
3.230064601292025994e+00 3.800814947619279849e+01
3.240064801296026253e+00 3.806044690359127713e+01
3.250065001300026069e+00 3.802560771206927370e+01
3.260065201304026328e+00 3.812984257716641423e+01
3.270065401308026143e+00 3.815404252647748962e+01
3.280065601312026402e+00 3.801196511400547706e+01
3.290065801316026661e+00 3.820953014923716040e+01
3.300066001320026476e+00 3.820477922412899829e+01
3.310066201324026736e+00 3.799650200921711019e+01
3.320066401328026551e+00 3.812278985593203373e+01
3.330066601332026810e+00 3.803165198553334392e+01
3.340066801336027069e+00 3.828320988526248669e+01
3.350067001340026884e+00 3.831368376405136900e+01
3.360067201344027144e+00 3.802437220545454721e+01
3.370067401348026959e+00 3.829995694183452315e+01
3.380067601352027218e+00 3.822099368339428338e+01
3.390067801356027477e+00 3.797740418731732603e+01
3.400068001360027292e+00 3.835359111668073950e+01
3.410068201364027551e+00 3.795622881249231284e+01
3.420068401368027367e+00 3.819185728487924081e+01
3.430068601372027626e+00 3.835329597926087786e+01
3.440068801376027885e+00 3.802392083999882999e+01
3.450069001380027700e+00 3.807990693935560955e+01
3.460069201384027959e+00 3.808721420260372525e+01
3.470069401388027774e+00 3.828855612236075245e+01
3.480069601392028034e+00 3.809356677332751673e+01
3.490069801396028293e+00 3.819805286503952146e+01
3.500070001400028108e+00 3.793841495383394857e+01
3.510070201404028367e+00 3.798579026829489891e+01
3.520070401408028182e+00 3.801948220063319184e+01
3.530070601412028442e+00 3.821045216570609426e+01
3.540070801416028701e+00 3.804496481735640145e+01
3.550071001420028516e+00 3.789685396507935167e+01
3.560071201424028775e+00 3.792127684538223775e+01
3.570071401428028590e+00 3.814744764191372894e+01
3.580071601432028849e+00 3.802057765173529447e+01
3.590071801436029109e+00 3.807952351009913627e+01
3.600072001440028924e+00 3.809215803774956299e+01
3.610072201444029183e+00 3.803816299513360377e+01
3.620072401448028998e+00 3.806369631557917188e+01
3.630072601452029257e+00 3.814494608493004080e+01
3.640072801456029516e+00 3.801015573063569519e+01
3.650073001460029332e+00 3.806250985024320244e+01
3.660073201464029591e+00 3.817160466503398908e+01
3.670073401468029406e+00 3.813525123076710344e+01
3.680073601472029665e+00 3.830449119662609547e+01
3.690073801476029924e+00 3.798172976200313400e+01
3.700074001480029739e+00 3.801370159552563877e+01
3.710074201484029999e+00 3.801645900987757898e+01
3.720074401488029814e+00 3.821732061713838391e+01
3.730074601492030073e+00 3.807533355536433817e+01
3.740074801496030332e+00 3.820412211394091884e+01
3.750075001500030147e+00 3.811528023262800957e+01
3.760075201504030407e+00 3.805073936863531969e+01
3.770075401508030222e+00 3.811402545359681682e+01
3.780075601512030481e+00 3.798347991096393628e+01
3.790075801516030740e+00 3.806818387364859291e+01
3.800076001520030555e+00 3.807529593683007363e+01
3.810076201524030814e+00 3.836472007652609761e+01
3.820076401528030630e+00 3.811952933782025355e+01
3.830076601532030889e+00 3.815962395474058866e+01
3.840076801536031148e+00 3.814915111988204188e+01
3.850077001540030963e+00 3.814447717047004716e+01
3.860077201544031222e+00 3.806025626750927415e+01
3.870077401548031037e+00 3.804603399764306459e+01
3.880077601552031297e+00 3.839716115683491893e+01
3.890077801556031112e+00 3.814523006873481847e+01
3.900078001560031371e+00 3.816482966677233435e+01
3.910078201564031630e+00 3.830426456851051853e+01
3.920078401568031445e+00 3.811392464033623639e+01
3.930078601572031705e+00 3.802466160805164463e+01
3.940078801576031520e+00 3.817390788690873649e+01
3.950079001580031779e+00 3.805833924759092213e+01
3.960079201584032038e+00 3.801607753454356242e+01
3.970079401588031853e+00 3.807571256218787425e+01
3.980079601592032112e+00 3.823483867912052858e+01
3.990079801596031928e+00 3.794642083637776864e+01
4.000080001600032631e+00 3.810587840479515620e+01
4.010080201604032446e+00 3.809528523960870672e+01
4.020080401608032261e+00 3.837114379039583412e+01
4.030080601612032076e+00 3.827340460402503197e+01
4.040080801616032780e+00 3.811415180821852999e+01
4.050081001620032595e+00 3.806991931378198046e+01
4.060081201624032410e+00 3.801824028634814567e+01
4.070081401628033113e+00 3.804342287751526896e+01
4.080081601632032928e+00 3.821202415514290607e+01
4.090081801636032743e+00 3.801708884914758357e+01
4.100082001640033447e+00 3.796069867892428817e+01
4.110082201644033262e+00 3.807898006259229362e+01
4.120082401648033077e+00 3.803891557761727427e+01
4.130082601652032892e+00 3.820376430130547618e+01
4.140082801656033595e+00 3.825635908278030684e+01
4.150083001660033410e+00 3.809224585234516525e+01
4.160083201664033226e+00 3.806611499354887940e+01
4.170083401668033929e+00 3.814259245914291796e+01
4.180083601672033744e+00 3.803350192903306493e+01
4.190083801676033559e+00 3.811672226273897479e+01
4.200084001680034262e+00 3.796171733771170409e+01
4.210084201684034078e+00 3.823169951241987263e+01
4.220084401688033893e+00 3.822510548863393609e+01
4.230084601692033708e+00 3.805540174294971223e+01
4.240084801696034411e+00 3.808708292167386844e+01
4.250085001700034226e+00 3.821786914848679828e+01
4.260085201704034041e+00 3.828903072101075367e+01
4.270085401708034745e+00 3.810962623498379287e+01
4.280085601712034560e+00 3.813013011690330245e+01
4.290085801716034375e+00 3.805647245374375842e+01
4.300086001720034190e+00 3.827837851953085391e+01
4.310086201724034893e+00 3.796313256882627485e+01
4.320086401728034708e+00 3.813018189619464948e+01
4.330086601732034524e+00 3.788619025666149298e+01
4.340086801736035227e+00 3.810436334328100827e+01
4.350087001740035042e+00 3.821067793707295834e+01
4.360087201744034857e+00 3.836923846373750990e+01
4.370087401748035560e+00 3.811514065280653085e+01
4.380087601752035376e+00 3.805175413616269964e+01
4.390087801756035191e+00 3.802036158622650674e+01
4.400088001760035006e+00 3.815196176669137174e+01
4.410088201764035709e+00 3.812089028634352417e+01
4.420088401768035524e+00 3.810114437145051625e+01
4.430088601772035339e+00 3.787233919530591209e+01
4.440088801776036043e+00 3.813336746271726696e+01
4.450089001780035858e+00 3.795893937094401593e+01
4.460089201784035673e+00 3.792456200780959108e+01
4.470089401788036376e+00 3.814531013486217148e+01
4.480089601792036191e+00 3.803966758197819331e+01
4.490089801796036006e+00 3.809344801063052444e+01
4.500090001800035822e+00 3.810033687144547798e+01
4.510090201804036525e+00 3.790935926844488790e+01
4.520090401808036340e+00 3.816041294434247533e+01
4.530090601812036155e+00 3.813321755746115116e+01
4.540090801816036858e+00 3.827468965771166154e+01
4.550091001820036674e+00 3.835582872327710646e+01
4.560091201824036489e+00 3.807872706764874238e+01
4.570091401828037192e+00 3.821029690393183387e+01
4.580091601832037007e+00 3.810834750715508079e+01
4.590091801836036822e+00 3.815133953961939284e+01
4.600092001840036637e+00 3.811361021019525452e+01
4.610092201844037341e+00 3.793731411169707002e+01
4.620092401848037156e+00 3.820713157217520717e+01
4.630092601852036971e+00 3.815539887397974184e+01
4.640092801856037674e+00 3.799551298472827909e+01
4.650093001860037489e+00 3.816293419383381291e+01
4.660093201864037304e+00 3.811365038969384500e+01
4.670093401868038008e+00 3.797140518348314941e+01
4.680093601872037823e+00 3.816286493834383720e+01
4.690093801876037638e+00 3.797501048559256276e+01
4.700094001880037453e+00 3.817166312657074911e+01
4.710094201884038156e+00 3.800707981634580790e+01
4.720094401888037972e+00 3.810135709683450500e+01
4.730094601892037787e+00 3.802697511483651738e+01
4.740094801896038490e+00 3.803297056931452147e+01
4.750095001900038305e+00 3.816484556775233727e+01
4.760095201904038120e+00 3.823849042546425636e+01
4.770095401908038824e+00 3.821805004277701556e+01
4.780095601912038639e+00 3.820981748384556198e+01
4.790095801916038454e+00 3.816176660384832076e+01
4.800096001920038269e+00 3.800646192516354205e+01
4.810096201924038972e+00 3.820181366793590172e+01
4.820096401928038787e+00 3.815447617251821555e+01
4.830096601932038602e+00 3.827461256879040974e+01
4.840096801936039306e+00 3.794139786731749808e+01
4.850097001940039121e+00 3.802958292056534617e+01
4.860097201944038936e+00 3.815806870021143737e+01
4.870097401948039639e+00 3.804103091229195854e+01
4.880097601952039454e+00 3.814248304707229664e+01
4.890097801956039270e+00 3.813855642083956354e+01
4.900098001960039085e+00 3.819148380264210374e+01
4.910098201964039788e+00 3.814162150580312982e+01
4.920098401968039603e+00 3.814091004395060480e+01
4.930098601972039418e+00 3.809659290456556846e+01
4.940098801976040122e+00 3.810427884641318030e+01
4.950099001980039937e+00 3.804940455222025975e+01
4.960099201984039752e+00 3.807140388753212079e+01
4.970099401988040455e+00 3.799247610750144588e+01
4.980099601992040270e+00 3.801487191782283048e+01
4.990099801996040085e+00 3.808990320991325262e+01
5.000100002000039900e+00 3.819127858389580865e+01
5.010100202004040604e+00 3.817760206889009567e+01
5.020100402008040419e+00 3.818178634574976371e+01
5.030100602012040234e+00 3.817625198735667880e+01
5.040100802016040937e+00 3.811947664568627658e+01
5.050101002020040752e+00 3.808521064919337107e+01
5.060101202024040568e+00 3.800828554725930530e+01
5.070101402028041271e+00 3.814886029136637546e+01
5.080101602032041086e+00 3.820986798959348363e+01
5.090101802036040901e+00 3.815767557065026949e+01
5.100102002040040716e+00 3.806061440416770836e+01
5.110102202044041420e+00 3.808868487384734891e+01
5.120102402048041235e+00 3.817386491393805414e+01
5.130102602052041050e+00 3.812201980120960343e+01
5.140102802056041753e+00 3.815325113697459614e+01
5.150103002060041568e+00 3.803292750990168969e+01
5.160103202064041383e+00 3.817748271480740385e+01
5.170103402068041198e+00 3.809603640920539647e+01
5.180103602072041902e+00 3.810209797155318512e+01
5.190103802076041717e+00 3.803141819457326278e+01
5.200104002080041532e+00 3.796422269020176543e+01
5.210104202084042235e+00 3.817841849218800832e+01
5.220104402088042050e+00 3.806174032164265952e+01
5.230104602092041866e+00 3.811124159603691197e+01
5.240104802096042569e+00 3.817178883871127937e+01
5.250105002100042384e+00 3.819832737209784312e+01
5.260105202104042199e+00 3.793485745113965635e+01
5.270105402108042014e+00 3.813520233275923488e+01
5.280105602112042718e+00 3.814924643923810521e+01
5.290105802116042533e+00 3.820420006201620566e+01
5.300106002120042348e+00 3.814968290335854562e+01
5.310106202124043051e+00 3.802270022808078664e+01
5.320106402128042866e+00 3.810281653174877192e+01
5.330106602132042681e+00 3.814455615992535797e+01
5.340106802136043385e+00 3.815320236052440350e+01
5.350107002140043200e+00 3.819938361913686009e+01
5.360107202144043015e+00 3.815829964995936052e+01
5.370107402148042830e+00 3.810804832880373283e+01
5.380107602152043533e+00 3.811170380664799495e+01
5.390107802156043348e+00 3.807229022736436974e+01
5.400108002160043164e+00 3.811493523049531973e+01
5.410108202164043867e+00 3.797021691818601141e+01
5.420108402168043682e+00 3.823401751838468954e+01
5.430108602172043497e+00 3.806584635023368435e+01
5.440108802176044200e+00 3.819461728125691025e+01
5.450109002180044016e+00 3.806871976743923369e+01
5.460109202184043831e+00 3.814731915204871626e+01
5.470109402188043646e+00 3.804533293791169513e+01
5.480109602192044349e+00 3.816951556907160636e+01
5.490109802196044164e+00 3.811144602166488227e+01
5.500110002200043979e+00 3.822079222022710354e+01
5.510110202204044683e+00 3.808090355616752021e+01
5.520110402208044498e+00 3.815540817482493452e+01
5.530110602212044313e+00 3.812665728543748855e+01
5.540110802216045016e+00 3.812233139446319541e+01
5.550111002220044831e+00 3.805250143405399399e+01
5.560111202224044646e+00 3.837692115853801766e+01
5.570111402228044462e+00 3.797846419777133775e+01
5.580111602232045165e+00 3.799356466256169540e+01
5.590111802236044980e+00 3.787058968452136298e+01
5.600112002240044795e+00 3.815133474186842477e+01
5.610112202244045498e+00 3.802690077888149744e+01
5.620112402248045314e+00 3.796562427425801189e+01
5.630112602252045129e+00 3.810290527163479624e+01
5.640112802256045832e+00 3.818850077126957387e+01
5.650113002260045647e+00 3.818490146165741095e+01
5.660113202264045462e+00 3.802649748521782413e+01
5.670113402268045277e+00 3.811069302448568408e+01
5.680113602272045981e+00 3.824536411264222835e+01
5.690113802276045796e+00 3.825153300199302464e+01
5.700114002280045611e+00 3.803683672495630930e+01
5.710114202284046314e+00 3.817504806988943500e+01
5.720114402288046129e+00 3.797884528555059802e+01
5.730114602292045944e+00 3.801920409772677800e+01
5.740114802296046648e+00 3.823450451317382459e+01
5.750115002300046463e+00 3.810592476949118890e+01
5.760115202304046278e+00 3.840443575294875700e+01
5.770115402308046093e+00 3.812929273198342628e+01
5.780115602312046796e+00 3.811819978370635909e+01
5.790115802316046612e+00 3.805189517862563520e+01
5.800116002320046427e+00 3.805981909604756908e+01
5.810116202324047130e+00 3.815184561824501941e+01
