# time_ns rmsd_A
5.800116002320047093e-01 2.587685163468576022e+00
5.900118002360047464e-01 2.218981384881920871e+00
6.000120002400047836e-01 2.133046031525680952e+00
6.100122002440049318e-01 2.129564115439980476e+00
6.200124002480049690e-01 2.136528613646489827e+00
6.300126002520051172e-01 2.043992161413480613e+00
6.400128002560051543e-01 2.147654648070526306e+00
6.500130002600051915e-01 2.588923317070335628e+00
6.600132002640053397e-01 2.211636556672594622e+00
6.700134002680053769e-01 2.381749264315003778e+00
6.800136002720055250e-01 2.086977747822119422e+00
6.900138002760055622e-01 2.364315491227638066e+00
7.000140002800055994e-01 1.982257945675159228e+00
7.100142002840057476e-01 2.190691941965098977e+00
7.200144002880057847e-01 2.781379818933641612e+00
7.300146002920059329e-01 2.213907033347128461e+00
7.400148002960059701e-01 2.554525212663365075e+00
7.500150003000060073e-01 2.421569750680616195e+00
7.600152003040061555e-01 2.299990786331984172e+00
7.700154003080061926e-01 2.200195619706366124e+00
7.800156003120062298e-01 2.588027931930946490e+00
7.900158003160063780e-01 2.295198454759677098e+00
8.000160003200064152e-01 2.636189162818325826e+00
8.100162003240065633e-01 2.186917607841193156e+00
8.200164003280066005e-01 2.342230384167419022e+00
8.300166003320066377e-01 2.423891611090065901e+00
8.400168003360067859e-01 2.405453045594762695e+00
8.500170003400068230e-01 2.084089960111549011e+00
8.600172003440069712e-01 2.198066993740660724e+00
8.700174003480070084e-01 2.291712801580409575e+00
8.800176003520070456e-01 2.160198312710332580e+00
8.900178003560071938e-01 2.466432552990625915e+00
9.000180003600072309e-01 2.448600750464445586e+00
9.100182003640073791e-01 1.939609432694484603e+00
9.200184003680074163e-01 1.970004944993062557e+00
9.300186003720074535e-01 2.074772566002279994e+00
9.400188003760076016e-01 2.354566615935727913e+00
9.500190003800076388e-01 2.737778730896908375e+00
9.600192003840077870e-01 2.254702476241560838e+00
9.700194003880078242e-01 2.381333444241848341e+00
9.800196003920078613e-01 2.118610587716377225e+00
9.900198003960080095e-01 2.121895306476389464e+00
1.000020000400008158e+00 1.939846634230688371e+00
1.010020200404008195e+00 2.325653021698648626e+00
1.020020400408008232e+00 2.520794908471318152e+00
1.030020600412008269e+00 2.260038435093476128e+00
1.040020800416008306e+00 2.610701670411188058e+00
1.050021000420008566e+00 2.371011804190317651e+00
1.060021200424008603e+00 2.324188143348562718e+00
1.070021400428008640e+00 2.434951253318375031e+00
1.080021600432008677e+00 2.429005849368382375e+00
1.090021800436008714e+00 2.561121496888498772e+00
1.100022000440008751e+00 2.171199284013619391e+00
1.110022200444009011e+00 1.874010246033598559e+00
1.120022400448009048e+00 2.354599385234350084e+00
1.130022600452009085e+00 2.209345008949218592e+00
1.140022800456009122e+00 2.326274619895789098e+00
1.150023000460009159e+00 2.664600113992612318e+00
1.160023200464009419e+00 2.111201823663879207e+00
1.170023400468009456e+00 2.484759754013551092e+00
1.180023600472009493e+00 2.521003924488278258e+00
1.190023800476009530e+00 2.424007819257643526e+00
1.200024000480009567e+00 2.555592386144135197e+00
1.210024200484009826e+00 2.240248508418783313e+00
1.220024400488009864e+00 2.195649260013626147e+00
1.230024600492009901e+00 2.539778024531855305e+00
1.240024800496009938e+00 2.476071760100030605e+00
1.250025000500009975e+00 2.610117702139135965e+00
1.260025200504010234e+00 2.374530334343523119e+00
1.270025400508010271e+00 2.656815414881544601e+00
1.280025600512010309e+00 2.275717138231440284e+00
1.290025800516010346e+00 2.120097785532037094e+00
1.300026000520010383e+00 1.924776230915775654e+00
1.310026200524010642e+00 2.111944293254368610e+00
1.320026400528010679e+00 2.495955760560257364e+00
1.330026600532010717e+00 2.039299857048596731e+00
1.340026800536010754e+00 2.241843306790145540e+00
1.350027000540010791e+00 2.753663538654516962e+00
1.360027200544011050e+00 2.501736552744014741e+00
1.370027400548011087e+00 2.690604920164229696e+00
1.380027600552011124e+00 2.134126243075820106e+00
1.390027800556011162e+00 1.840474385426978499e+00
1.400028000560011199e+00 2.635776293781765034e+00
1.410028200564011458e+00 2.049142352875262141e+00
1.420028400568011495e+00 2.350746349653549228e+00
1.430028600572011532e+00 2.376011097014675499e+00
1.440028800576011569e+00 2.142844004572784122e+00
1.450029000580011607e+00 2.643180763953457024e+00
1.460029200584011866e+00 2.642552548132405921e+00
1.470029400588011903e+00 2.443004796035046944e+00
1.480029600592011940e+00 2.326848775697165639e+00
1.490029800596011977e+00 2.371065248305750384e+00
1.500030000600012015e+00 2.113627280961277943e+00
1.510030200604012052e+00 2.285027161124496331e+00
1.520030400608012311e+00 2.311884340275729866e+00
1.530030600612012348e+00 2.162455483955785684e+00
1.540030800616012385e+00 2.502776140006640393e+00
1.550031000620012422e+00 2.047668027527086654e+00
1.560031200624012460e+00 2.242311678913272210e+00
1.570031400628012719e+00 1.882451106737857760e+00
1.580031600632012756e+00 2.432421593749360067e+00
1.590031800636012793e+00 2.481610238773447108e+00
1.600032000640012830e+00 2.457378895444095157e+00
1.610032200644012867e+00 2.916769051058065276e+00
1.620032400648013127e+00 2.521141274820601907e+00
1.630032600652013164e+00 2.144816288722769304e+00
1.640032800656013201e+00 2.865953858255287479e+00
1.650033000660013238e+00 2.149213640452187768e+00
1.660033200664013275e+00 2.491056395153073311e+00
1.670033400668013535e+00 2.481965680483821490e+00
1.680033600672013572e+00 2.157427053948163476e+00
1.690033800676013609e+00 2.612472913682552189e+00
1.700034000680013646e+00 2.404353489852022019e+00
1.710034200684013683e+00 2.447657250504351456e+00
1.720034400688013942e+00 2.198351347468566086e+00
1.730034600692013980e+00 2.594056263647590566e+00
1.740034800696014017e+00 2.161373667191649695e+00
1.750035000700014054e+00 1.977761091685272810e+00
1.760035200704014091e+00 2.618650081262082097e+00
1.770035400708014350e+00 2.248310682959648865e+00
1.780035600712014388e+00 2.342362241020097713e+00
1.790035800716014425e+00 2.718271425818417075e+00
1.800036000720014462e+00 2.561050144453638211e+00
1.810036200724014499e+00 2.460325566006269060e+00
1.820036400728014758e+00 2.547798404897920754e+00
1.830036600732014795e+00 2.188345825626599517e+00
1.840036800736014833e+00 2.484497234516771513e+00
1.850037000740014870e+00 2.555898920912255345e+00
1.860037200744014907e+00 2.485027958788303071e+00
1.870037400748015166e+00 2.293148619958376599e+00
1.880037600752015203e+00 1.584524840614855101e+00
1.890037800756015240e+00 2.445500209437243555e+00
1.900038000760015278e+00 2.357047119470392804e+00
1.910038200764015315e+00 2.260193260286847750e+00
1.920038400768015574e+00 2.489755888055065647e+00
1.930038600772015611e+00 2.387308967864455678e+00
1.940038800776015648e+00 2.374991757675694704e+00
1.950039000780015686e+00 2.037514680461450567e+00
1.960039200784015723e+00 2.042400659363775794e+00
1.970039400788015760e+00 2.408404698882064210e+00
1.980039600792016019e+00 2.349541267907344189e+00
1.990039800796016056e+00 2.362110404488293014e+00
2.000040000800016315e+00 2.367647220653902096e+00
2.010040200804016131e+00 2.416718356700730208e+00
2.020040400808016390e+00 2.341672672690696899e+00
2.030040600812016205e+00 2.366046207341388374e+00
2.040040800816016464e+00 2.385747430623303078e+00
2.050041000820016723e+00 2.520439021458634965e+00
2.060041200824016538e+00 2.231651931430921110e+00
2.070041400828016798e+00 2.491901549414876182e+00
2.080041600832016613e+00 2.461931617587575172e+00
2.090041800836016872e+00 2.355768014480846162e+00
2.100042000840017131e+00 2.239697954566584936e+00
2.110042200844016946e+00 2.408581022185904086e+00
2.120042400848017206e+00 2.507580395225562864e+00
2.130042600852017021e+00 2.119823065912802118e+00
2.140042800856017280e+00 2.347280515489940544e+00
2.150043000860017095e+00 2.347833050565276913e+00
2.160043200864017354e+00 2.202676771990406568e+00
2.170043400868017613e+00 2.211092432347683268e+00
2.180043600872017429e+00 2.024753525681447286e+00
2.190043800876017688e+00 2.114390405922633054e+00
2.200044000880017503e+00 2.027553560582544545e+00
2.210044200884017762e+00 2.211767457386827118e+00
2.220044400888018021e+00 2.223117680174196753e+00
2.230044600892017836e+00 2.226890970023240879e+00
2.240044800896018096e+00 2.409549726148832782e+00
2.250045000900017911e+00 2.297700921241948802e+00
2.260045200904018170e+00 2.189464869688115378e+00
2.270045400908018429e+00 2.190903998642157902e+00
2.280045600912018244e+00 2.109011782153340064e+00
2.290045800916018504e+00 2.296113461559316615e+00
2.300046000920018319e+00 2.292569425668943506e+00
2.310046200924018578e+00 2.660005296217349713e+00
2.320046400928018837e+00 2.642277336617877115e+00
2.330046600932018652e+00 2.631060777452581156e+00
2.340046800936018911e+00 2.751362255660052547e+00
2.350047000940018727e+00 2.092133566100812025e+00
2.360047200944018986e+00 2.470177506452065685e+00
2.370047400948019245e+00 2.487824759345703463e+00
2.380047600952019060e+00 2.430890843405495438e+00
2.390047800956019319e+00 2.761015438759176988e+00
2.400048000960019134e+00 2.843289829388182977e+00
2.410048200964019394e+00 2.531621710789744295e+00
2.420048400968019653e+00 2.466411259174817960e+00
2.430048600972019468e+00 2.111336064325275874e+00
2.440048800976019727e+00 2.111777623403149562e+00
2.450049000980019542e+00 2.475927707883050388e+00
2.460049200984019802e+00 2.320790313779120595e+00
2.470049400988020061e+00 2.069838498451580300e+00
2.480049600992019876e+00 2.311179601665525052e+00
2.490049800996020135e+00 2.408019850695247488e+00
2.500050001000019950e+00 2.523237542227260821e+00
2.510050201004020209e+00 2.314550178536470160e+00
2.520050401008020469e+00 2.282276545301060722e+00
2.530050601012020284e+00 2.337395517148031843e+00
2.540050801016020543e+00 2.370784624067965751e+00
2.550051001020020358e+00 2.103595321611532398e+00
2.560051201024020617e+00 2.502917699042944033e+00
2.570051401028020877e+00 2.774355351777916923e+00
2.580051601032020692e+00 2.499164288003128398e+00
2.590051801036020951e+00 2.046718821455876025e+00
2.600052001040020766e+00 2.355294222846558316e+00
2.610052201044021025e+00 1.983301087925958939e+00
2.620052401048021284e+00 1.970618578485464623e+00
2.630052601052021100e+00 2.468345473653045907e+00
2.640052801056021359e+00 2.352059320389458197e+00
2.650053001060021174e+00 2.199141786489687167e+00
2.660053201064021433e+00 1.919108760167026917e+00
2.670053401068021692e+00 2.082846150778901340e+00
2.680053601072021507e+00 2.369106188797409640e+00
2.690053801076021767e+00 2.343080157880418124e+00
2.700054001080021582e+00 2.474675902243342218e+00
2.710054201084021841e+00 2.641449370331800939e+00
2.720054401088022100e+00 2.268953614753903114e+00
2.730054601092021915e+00 2.430632913520982541e+00
2.740054801096022175e+00 2.309314386255894025e+00
2.750055001100021990e+00 2.237600772480945466e+00
2.760055201104022249e+00 2.287985204557934971e+00
2.770055401108022508e+00 2.529128680445087429e+00
2.780055601112022323e+00 2.131328959265991863e+00
2.790055801116022582e+00 2.565255146681941767e+00
2.800056001120022398e+00 2.632539714807660136e+00
2.810056201124022657e+00 2.344263655455518514e+00
2.820056401128022916e+00 2.388135567621060495e+00
2.830056601132022731e+00 2.054826923940094474e+00
2.840056801136022990e+00 2.809328593432606436e+00
2.850057001140022805e+00 2.533033751742539863e+00
2.860057201144023065e+00 2.371746743798626600e+00
2.870057401148023324e+00 2.348814081616829252e+00
2.880057601152023139e+00 2.427555955121190490e+00
2.890057801156023398e+00 2.207149445526109588e+00
2.900058001160023213e+00 2.394084067249334868e+00
2.910058201164023473e+00 2.152751440033743080e+00
2.920058401168023732e+00 2.436965888806908787e+00
2.930058601172023547e+00 2.201894490257474857e+00
2.940058801176023806e+00 2.516676014904167591e+00
2.950059001180023621e+00 2.313533754411423615e+00
2.960059201184023880e+00 2.391392067550709211e+00
2.970059401188024140e+00 2.929855770696417672e+00
2.980059601192023955e+00 2.498560104335752818e+00
2.990059801196024214e+00 2.391308919509532505e+00
3.000060001200024029e+00 2.346661938361798594e+00
3.010060201204024288e+00 2.129987223455826584e+00
3.020060401208024103e+00 2.554699326754135136e+00
3.030060601212024363e+00 2.658358418449042304e+00
3.040060801216024622e+00 2.350797120136577156e+00
3.050061001220024437e+00 2.673311946587266341e+00
3.060061201224024696e+00 2.315541663062162137e+00
3.070061401228024511e+00 1.983421954231203932e+00
3.080061601232024771e+00 2.207420804710844564e+00
3.090061801236025030e+00 2.126705665940149093e+00
3.100062001240024845e+00 2.283231827713620099e+00
3.110062201244025104e+00 2.463571726338091405e+00
3.120062401248024919e+00 2.152416612779688876e+00
3.130062601252025178e+00 2.322198099145481809e+00
3.140062801256025438e+00 2.378153365506987527e+00
3.150063001260025253e+00 2.191713154900985838e+00
3.160063201264025512e+00 2.156490872402149428e+00
3.170063401268025327e+00 2.355827172701699279e+00
3.180063601272025586e+00 2.512900490241578577e+00
3.190063801276025846e+00 2.217816928303666835e+00
3.200064001280025661e+00 2.188220229668928152e+00
3.210064201284025920e+00 2.310283933236012111e+00
3.220064401288025735e+00 2.396560399489897186e+00
3.230064601292025994e+00 2.230003414221423341e+00
3.240064801296026253e+00 2.271813369584823938e+00
3.250065001300026069e+00 2.292425384873374217e+00
3.260065201304026328e+00 2.121556977964660362e+00
3.270065401308026143e+00 2.303244108688428327e+00
3.280065601312026402e+00 2.226778235189619704e+00
3.290065801316026661e+00 2.655501925212790049e+00
3.300066001320026476e+00 2.235395934002605500e+00
3.310066201324026736e+00 2.430318981541721435e+00
3.320066401328026551e+00 2.414836941115241942e+00
3.330066601332026810e+00 2.115363172144391957e+00
3.340066801336027069e+00 2.089216113963965782e+00
3.350067001340026884e+00 2.249945412240247578e+00
3.360067201344027144e+00 2.471593880324518988e+00
3.370067401348026959e+00 2.224467744862054897e+00
3.380067601352027218e+00 2.207921307377142206e+00
3.390067801356027477e+00 1.759144655547359548e+00
3.400068001360027292e+00 2.259857670914070304e+00
3.410068201364027551e+00 2.401757903780824321e+00
3.420068401368027367e+00 2.428236281897539151e+00
3.430068601372027626e+00 2.425174030785728796e+00
3.440068801376027885e+00 2.273803454963646775e+00
3.450069001380027700e+00 2.293977591306595620e+00
3.460069201384027959e+00 2.505901245381390918e+00
3.470069401388027774e+00 2.312340687094711633e+00
3.480069601392028034e+00 1.878911099137004825e+00
3.490069801396028293e+00 2.543558635156108583e+00
3.500070001400028108e+00 2.124057572276155437e+00
3.510070201404028367e+00 2.614688437548404298e+00
3.520070401408028182e+00 2.678497085784104392e+00
3.530070601412028442e+00 2.492192689119901328e+00
3.540070801416028701e+00 2.520564988398625417e+00
3.550071001420028516e+00 2.711338714456633880e+00
3.560071201424028775e+00 2.119391271933796173e+00
3.570071401428028590e+00 2.390623691451728039e+00
3.580071601432028849e+00 2.387703773986356026e+00
3.590071801436029109e+00 2.146505869375658015e+00
3.600072001440028924e+00 2.742327581481719179e+00
3.610072201444029183e+00 2.223863733112133367e+00
3.620072401448028998e+00 2.193790501317539832e+00
3.630072601452029257e+00 2.393619996738546529e+00
3.640072801456029516e+00 2.546338083813106223e+00
3.650073001460029332e+00 2.219942707107128044e+00
3.660073201464029591e+00 2.220276037362082455e+00
3.670073401468029406e+00 2.441048832485607445e+00
3.680073601472029665e+00 2.055141657322661075e+00
3.690073801476029924e+00 2.185785013597590698e+00
3.700074001480029739e+00 2.172692722160075807e+00
3.710074201484029999e+00 2.253510539338330343e+00
3.720074401488029814e+00 2.311961790668187078e+00
3.730074601492030073e+00 2.709294465970865318e+00
3.740074801496030332e+00 2.521962707641717927e+00
3.750075001500030147e+00 2.345007941248091310e+00
3.760075201504030407e+00 2.295625727788579429e+00
3.770075401508030222e+00 2.515474199605783223e+00
3.780075601512030481e+00 2.426321805524986441e+00
3.790075801516030740e+00 2.518921517046681213e+00
3.800076001520030555e+00 2.616912680342501574e+00
3.810076201524030814e+00 2.139118654584216905e+00
3.820076401528030630e+00 1.890222648900616642e+00
3.830076601532030889e+00 2.336471179116050401e+00
3.840076801536031148e+00 2.356762022099064158e+00
3.850077001540030963e+00 2.398263622987090837e+00
3.860077201544031222e+00 2.221181234209726796e+00
3.870077401548031037e+00 2.294460100187142970e+00
3.880077601552031297e+00 2.452769697566199003e+00
3.890077801556031112e+00 2.463572284957153080e+00
3.900078001560031371e+00 2.607294629428163812e+00
3.910078201564031630e+00 1.907881278992828999e+00
3.920078401568031445e+00 2.011443798664735105e+00
3.930078601572031705e+00 2.633602102715378646e+00
3.940078801576031520e+00 2.462891970671464925e+00
3.950079001580031779e+00 2.499977671867074314e+00
3.960079201584032038e+00 2.284362265517967394e+00
3.970079401588031853e+00 2.246536584117547530e+00
3.980079601592032112e+00 2.381366943109799461e+00
3.990079801596031928e+00 2.153487260252955338e+00
4.000080001600032631e+00 2.035451023716306374e+00
4.010080201604032446e+00 2.119408011825288263e+00
4.020080401608032261e+00 2.364865896378748555e+00
4.030080601612032076e+00 2.469037616966339055e+00
4.040080801616032780e+00 2.671889961816817483e+00
4.050081001620032595e+00 2.416041134834363557e+00
4.060081201624032410e+00 2.436219058453668040e+00
4.070081401628033113e+00 2.679382675647223877e+00
4.080081601632032928e+00 2.186462271091395682e+00
4.090081801636032743e+00 2.149973981525655553e+00
4.100082001640033447e+00 2.234284857881513542e+00
4.110082201644033262e+00 2.322665343120402071e+00
4.120082401648033077e+00 2.746596310735239577e+00
4.130082601652032892e+00 2.272220095972911302e+00
4.140082801656033595e+00 2.603449937449747065e+00
4.150083001660033410e+00 2.247534196359277203e+00
4.160083201664033226e+00 2.440388729119873368e+00
4.170083401668033929e+00 2.478408047183275897e+00
4.180083601672033744e+00 2.448774371374966119e+00
4.190083801676033559e+00 2.492432410035199108e+00
4.200084001680034262e+00 2.204454480913859094e+00
4.210084201684034078e+00 2.633531145589846911e+00
4.220084401688033893e+00 2.538539477929318444e+00
4.230084601692033708e+00 2.202004642759660680e+00
4.240084801696034411e+00 2.443572415472824222e+00
4.250085001700034226e+00 2.127827066501901232e+00
4.260085201704034041e+00 2.361478762733047798e+00
4.270085401708034745e+00 2.108320922862216396e+00
4.280085601712034560e+00 2.486251052635049419e+00
4.290085801716034375e+00 2.935491513191323953e+00
4.300086001720034190e+00 2.636824925922019780e+00
4.310086201724034893e+00 2.488852449620046592e+00
4.320086401728034708e+00 2.162161938471084621e+00
4.330086601732034524e+00 2.418827553879093095e+00
4.340086801736035227e+00 2.579726914558245987e+00
4.350087001740035042e+00 2.325178867304088293e+00
4.360087201744034857e+00 2.368750997061148222e+00
4.370087401748035560e+00 2.004066596638210740e+00
4.380087601752035376e+00 2.171890916172657615e+00
4.390087801756035191e+00 1.973344395678147345e+00
4.400088001760035006e+00 2.725948698283096050e+00
4.410088201764035709e+00 2.437621286166206325e+00
4.420088401768035524e+00 2.488073073212054176e+00
4.430088601772035339e+00 2.302635201215465166e+00
4.440088801776036043e+00 2.051081960725682496e+00
4.450089001780035858e+00 2.378449302907277296e+00
4.460089201784035673e+00 2.215997519828408535e+00
4.470089401788036376e+00 2.149370213151022835e+00
4.480089601792036191e+00 2.354457891164915218e+00
4.490089801796036006e+00 2.365379624591595231e+00
4.500090001800035822e+00 2.307357727653493118e+00
4.510090201804036525e+00 2.188642824569941414e+00
4.520090401808036340e+00 2.146363375443014476e+00
4.530090601812036155e+00 2.344841454442172957e+00
4.540090801816036858e+00 2.588114830918612608e+00
4.550091001820036674e+00 2.022796209530214551e+00
4.560091201824036489e+00 2.212262334567435484e+00
4.570091401828037192e+00 2.311267610166654496e+00
4.580091601832037007e+00 2.312032238368316506e+00
4.590091801836036822e+00 2.225267755018827565e+00
4.600092001840036637e+00 2.729562387826987901e+00
4.610092201844037341e+00 2.423861575016702741e+00
4.620092401848037156e+00 2.146865763946686823e+00
4.630092601852036971e+00 1.967557022285820745e+00
4.640092801856037674e+00 2.309594003505137660e+00
4.650093001860037489e+00 2.639958541660183844e+00
4.660093201864037304e+00 2.382659057525659207e+00
4.670093401868038008e+00 1.880948323301371294e+00
4.680093601872037823e+00 2.068798759341677229e+00
4.690093801876037638e+00 2.368811778669219326e+00
4.700094001880037453e+00 2.557791425698146437e+00
4.710094201884038156e+00 2.372525288146794864e+00
4.720094401888037972e+00 2.374210113241350673e+00
4.730094601892037787e+00 2.558991811449121911e+00
4.740094801896038490e+00 2.595684333781224318e+00
4.750095001900038305e+00 2.209168725225473917e+00
4.760095201904038120e+00 2.432125182692101095e+00
4.770095401908038824e+00 2.153080615414632248e+00
4.780095601912038639e+00 2.129284565696853093e+00
4.790095801916038454e+00 2.462307956057340874e+00
4.800096001920038269e+00 2.059992990710074690e+00
4.810096201924038972e+00 2.378695309812803416e+00
4.820096401928038787e+00 2.407603749947018645e+00
4.830096601932038602e+00 2.517062908445787173e+00
4.840096801936039306e+00 2.114761026868971605e+00
4.850097001940039121e+00 2.421051618068222666e+00
4.860097201944038936e+00 2.319844289125656989e+00
4.870097401948039639e+00 2.642183558557529732e+00
4.880097601952039454e+00 2.196462682462839044e+00
4.890097801956039270e+00 2.123050657908478911e+00
4.900098001960039085e+00 2.445140701766000291e+00
4.910098201964039788e+00 2.173975760031952476e+00
4.920098401968039603e+00 2.086320423007347546e+00
4.930098601972039418e+00 2.527236108810472892e+00
4.940098801976040122e+00 2.431340864210133734e+00
4.950099001980039937e+00 1.723020961846488008e+00
4.960099201984039752e+00 2.161150382989758256e+00
4.970099401988040455e+00 2.123781901475759959e+00
4.980099601992040270e+00 2.474300739046745079e+00
4.990099801996040085e+00 2.639985869871517288e+00
5.000100002000039900e+00 2.757138387266633295e+00
5.010100202004040604e+00 2.486782618368877706e+00
5.020100402008040419e+00 2.126397173389811268e+00
5.030100602012040234e+00 2.119387226882706532e+00
5.040100802016040937e+00 2.155136730891551000e+00
5.050101002020040752e+00 2.443607280135601467e+00
5.060101202024040568e+00 2.598852590256719886e+00
5.070101402028041271e+00 1.962259439996154819e+00
5.080101602032041086e+00 2.467701962302566443e+00
5.090101802036040901e+00 2.531466539628596024e+00
5.100102002040040716e+00 2.409131645978512370e+00
5.110102202044041420e+00 2.993226667358285464e+00
5.120102402048041235e+00 2.453072436612838469e+00
5.130102602052041050e+00 2.352563543939862001e+00
5.140102802056041753e+00 2.468212033285630547e+00
5.150103002060041568e+00 2.237314956222197893e+00
5.160103202064041383e+00 2.126339936786415752e+00
5.170103402068041198e+00 2.430671650856777166e+00
5.180103602072041902e+00 2.577003430379497306e+00
5.190103802076041717e+00 2.299333522286649778e+00
5.200104002080041532e+00 2.531507753816375494e+00
5.210104202084042235e+00 2.271251825133996594e+00
5.220104402088042050e+00 2.672727634221343074e+00
5.230104602092041866e+00 2.389450201956561326e+00
5.240104802096042569e+00 2.453397956584838724e+00
5.250105002100042384e+00 2.499811253539655720e+00
5.260105202104042199e+00 2.076205498330250698e+00
5.270105402108042014e+00 2.310238641503330914e+00
5.280105602112042718e+00 2.714812663197922582e+00
5.290105802116042533e+00 2.354048785752149708e+00
5.300106002120042348e+00 2.627314748943418099e+00
5.310106202124043051e+00 2.523654729434315236e+00
5.320106402128042866e+00 1.981333954118382756e+00
5.330106602132042681e+00 2.488397131282200192e+00
5.340106802136043385e+00 2.129308660268062425e+00
5.350107002140043200e+00 2.399255770787691144e+00
5.360107202144043015e+00 2.263932654150221602e+00
5.370107402148042830e+00 2.351448655519044362e+00
5.380107602152043533e+00 2.332964086544043525e+00
5.390107802156043348e+00 2.395716784645231190e+00
5.400108002160043164e+00 2.257564019591955073e+00
5.410108202164043867e+00 2.077075407334819435e+00
5.420108402168043682e+00 2.145322875325958556e+00
5.430108602172043497e+00 2.530605353017955306e+00
5.440108802176044200e+00 2.692299753436091514e+00
5.450109002180044016e+00 2.393959035709489758e+00
5.460109202184043831e+00 2.515947869928734093e+00
5.470109402188043646e+00 2.542902914037161732e+00
5.480109602192044349e+00 2.074411193350408578e+00
5.490109802196044164e+00 1.973089487016339350e+00
5.500110002200043979e+00 2.337412331342688887e+00
5.510110202204044683e+00 1.969245215813062222e+00
5.520110402208044498e+00 2.293254373565183357e+00
5.530110602212044313e+00 2.052150664196253693e+00
5.540110802216045016e+00 2.223032094530457137e+00
5.550111002220044831e+00 2.197646091244012112e+00
5.560111202224044646e+00 2.451927036281614569e+00
5.570111402228044462e+00 2.218522964401475228e+00
5.580111602232045165e+00 2.118465173632152698e+00
5.590111802236044980e+00 2.357821022703403102e+00
5.600112002240044795e+00 2.941541037062950448e+00
5.610112202244045498e+00 2.446703537852800370e+00
5.620112402248045314e+00 1.959207566113048138e+00
5.630112602252045129e+00 2.366499942059685946e+00
5.640112802256045832e+00 2.862500985107600204e+00
5.650113002260045647e+00 2.382154309107372026e+00
5.660113202264045462e+00 2.604503582660047556e+00
5.670113402268045277e+00 2.570437746724914874e+00
5.680113602272045981e+00 2.586134379762577762e+00
5.690113802276045796e+00 2.558662936089277196e+00
5.700114002280045611e+00 2.405078515935187511e+00
5.710114202284046314e+00 2.311729949083991986e+00
5.720114402288046129e+00 2.292928068405109876e+00
5.730114602292045944e+00 2.372736899522552179e+00
5.740114802296046648e+00 2.434134196593599420e+00
5.750115002300046463e+00 2.093637664100179929e+00
5.760115202304046278e+00 2.292725414680333973e+00
5.770115402308046093e+00 2.340749463687980647e+00
5.780115602312046796e+00 2.370478588527915154e+00
5.790115802316046612e+00 2.287014521299311376e+00
5.800116002320046427e+00 2.510277153365716440e+00
5.810116202324047130e+00 2.328243606337385252e+00
